CÓDIGO,AÑO,ENE,FEB.,MAR.,ABR.,MAY.,JUN.,JUL.,AGO.,SEP.,OCT.,NOV.,DIC.
455023-QUY,2017,0,0,0,0,0,0,0,0,0,0,79,55
455107-XVF,2017,0,0,0,0,0,0,0,0,0,0,0,72
455159-KWS,2017,0,0,0,0,0,0,0,0,5,1,15,5
455207-OWW,2017,0,0,0,0,0,0,0,0,0,0,5,42
455235-ZWH,2017,0,0,0,0,0,0,0,0,0,2,1,0
455327-YXG,2017,0,0,0,0,0,0,0,0,6,4,16,0
455331-HXP,2017,0,0,0,0,0,0,0,0,1,0,2,1
455335-QXY,2017,0,0,0,0,0,0,0,0,12,0,0,0
455339-ZXH,2017,0,0,0,0,0,0,0,0,9,2,0,0
455347-RXZ,2017,0,0,0,0,0,0,0,0,0,0,6,5
455351-AXI,2017,0,0,0,0,0,0,0,0,25,0,0,0
455355-JXR,2017,0,0,0,0,0,0,0,0,9,0,0,0
455363-BYJ,2017,0,0,0,0,0,0,0,0,2,0,0,0
455367-KYS,2017,0,0,0,0,0,0,0,0,0,0,0,8
455371-TYB,2017,0,0,0,0,0,0,0,0,8,3,5,1
455375-CYK,2017,0,0,0,0,0,0,0,0,0,0,50,22
455383-UYC,2017,0,0,0,0,0,0,0,0,5,1,32,18
455387-DYL,2017,0,0,0,0,0,0,0,0,6,5,44,0
455403-NYV,2017,0,0,0,0,0,0,0,0,0,0,12,12
455419-XYF,2017,0,0,0,0,0,0,0,0,0,0,0,39
455423-GYO,2017,0,0,0,0,0,0,0,0,0,0,28,0
455427-PYX,2017,0,0,0,0,0,0,0,0,0,0,0,23
455431-YYG,2017,0,0,0,0,0,0,0,0,9,11,57,49
455435-HYP,2017,0,0,0,0,0,0,0,0,15,14,38,44
455451-RYZ,2017,0,0,0,0,0,0,0,0,0,1,17,17
455467-BZJ,2017,0,0,0,0,0,0,0,0,1,1,4,3
455483-LZT,2017,0,0,0,0,0,0,0,0,0,0,0,43
455487-UZC,2017,0,0,0,0,0,0,0,0,0,1,0,0
455491-DZL,2017,0,0,0,0,0,0,0,0,0,2,1,0
455503-EZM,2017,0,0,0,0,0,0,0,0,0,1,0,0
455507-NZV,2017,0,0,0,0,0,0,0,0,0,2,11,4
455519-OZW,2017,0,0,0,0,0,0,0,0,0,0,0,22
455531-PZX,2017,0,0,0,0,0,0,0,0,0,0,12,2
455539-HZP,2017,0,0,0,0,0,0,0,0,0,0,0,5
455547-ZZH,2017,0,0,0,0,0,0,0,0,0,0,0,12
569919-PAX,2017,0,0,0,0,0,0,0,0,1,3,2,0
569926-YAG,2017,0,0,0,0,0,0,0,0,1,0,0,0
569940-QAY,2017,0,0,0,0,0,0,0,0,0,1,2,0
569947-ZAH,2017,0,0,0,0,0,0,0,0,0,3,27,4
569954-IAQ,2017,0,0,0,0,0,0,0,0,0,0,1,0
569961-RAZ,2017,0,0,0,0,0,0,0,0,0,0,94,1
569968-AAI,2017,0,0,0,0,0,0,0,0,0,0,1,0
569975-JAR,2017,0,0,0,0,0,0,0,0,0,1,5,0
569982-SAA,2017,0,0,0,0,0,0,0,0,0,0,1,11
569996-KAS,2017,0,0,0,0,0,0,0,0,0,0,2,85
570010-CAK,2017,0,0,0,0,0,0,0,0,0,3,3,0
570017-LAT,2017,0,0,0,0,0,0,0,0,82,7,0,0
570024-UAC,2017,0,0,0,0,0,0,0,0,0,0,0,151
570031-DAL,2017,0,0,0,0,0,0,0,0,1,0,0,0
570038-MAU,2017,0,0,0,0,0,0,0,0,0,4,0,0
570045-VAD,2017,0,0,0,0,0,0,0,0,0,1,1,0
570059-NAV,2017,0,0,0,0,0,0,0,0,0,0,4,2
570080-OAW,2017,0,0,0,0,0,0,0,0,2,4,1,3
570087-XAF,2017,0,0,0,0,0,0,0,0,8,12,2,0
570094-GBO,2017,0,0,0,0,0,0,0,0,17,0,0,0
570108-YBG,2017,0,0,0,0,0,0,0,0,14,2,5,2
570115-HBP,2017,0,0,0,0,0,0,0,0,0,0,2,0
570122-QBY,2017,0,0,0,0,0,0,0,0,1,2,0,0
570129-ZBH,2017,0,0,0,0,0,0,0,0,2,0,13,1
570136-IBQ,2017,0,0,0,0,0,0,0,0,0,0,1,0
570143-RBZ,2017,0,0,0,0,0,0,0,0,0,0,0,1
570150-ABI,2017,0,0,0,0,0,0,0,0,0,3,0,3
570157-JBR,2017,0,0,0,0,0,0,0,0,0,0,0,2
570164-SBA,2017,0,0,0,0,0,0,0,0,0,1,2,0
570171-BBJ,2017,0,0,0,0,0,0,0,0,44,26,42,0
570178-KBS,2017,0,0,0,0,0,0,0,0,0,1,3,0
570185-TBB,2017,0,0,0,0,0,0,0,0,2,1,5,6
570199-LBT,2017,0,0,0,0,0,0,0,0,0,0,1,4
570206-UBC,2017,0,0,0,0,0,0,0,0,3,1,3,1
570213-DBL,2017,0,0,0,0,0,0,0,0,0,1,3,1
570227-VBD,2017,0,0,0,0,0,0,0,0,0,0,11,0
570234-EBM,2017,0,0,0,0,0,0,0,0,6,8,6,0
570241-NBV,2017,0,0,0,0,0,0,0,0,3,1,0,0
570248-WBE,2017,0,0,0,0,0,0,0,0,0,0,5,1
570255-FBN,2017,0,0,0,0,0,0,0,0,0,0,0,1
570269-XCF,2017,0,0,0,0,0,0,0,0,2,0,0,0
570290-YCG,2017,0,0,0,0,0,0,0,0,2,2,13,12
570304-QCY,2017,0,0,0,0,0,0,0,0,1,0,0,0
570311-ZCH,2017,0,0,0,0,0,0,0,0,0,0,1,0
570318-ICQ,2017,0,0,0,0,0,0,0,0,27,6,60,54
570325-RCZ,2017,0,0,0,0,0,0,0,0,0,1,7,1
570332-ACI,2017,0,0,0,0,0,0,0,0,0,0,25,1
570339-JCR,2017,0,0,0,0,0,0,0,0,1,14,10,0
570353-BCJ,2017,0,0,0,0,0,0,0,0,9,2,12,0
570360-KCS,2017,0,0,0,0,0,0,0,0,0,1,0,1
570367-TCB,2017,0,0,0,0,0,0,0,0,0,0,2,0
570374-CCK,2017,0,0,0,0,0,0,0,0,9,3,5,0
570381-LCT,2017,0,0,0,0,0,0,0,0,14,4,4,0
570395-DCL,2017,0,0,0,0,0,0,0,0,1,0,0,0
570409-VCD,2017,0,0,0,0,0,0,0,0,4,7,3,0
570416-ECM,2017,0,0,0,0,0,0,0,0,9,2,18,0
570423-NCV,2017,0,0,0,0,0,0,0,0,0,0,3,2
570430-WCE,2017,0,0,0,0,0,0,0,0,1,0,1,0
570437-FCN,2017,0,0,0,0,0,0,0,0,1,0,0,0
570444-OCW,2017,0,0,0,0,0,0,0,0,0,2,1,1
570465-PDX,2017,0,0,0,0,0,0,0,0,1,1,0,0
570472-YDG,2017,0,0,0,0,0,0,0,0,11,1,18,13
570486-QDY,2017,0,0,0,0,0,0,0,0,1,0,0,0
570493-ZDH,2017,0,0,0,0,0,0,0,0,0,2,0,0
570507-RDZ,2017,0,0,0,0,0,0,0,0,6,4,9,0
570514-ADI,2017,0,0,0,0,0,0,0,0,0,0,7,6
570528-SDA,2017,0,0,0,0,0,0,0,0,0,0,0,4
570535-BDJ,2017,0,0,0,0,0,0,0,0,8,3,1,0
570542-KDS,2017,0,0,0,0,0,0,0,0,1,2,7,4
570556-CDK,2017,0,0,0,0,0,0,0,0,4,16,46,11
570563-LDT,2017,0,0,0,0,0,0,0,0,0,0,2,0
570570-UDC,2017,0,0,0,0,0,0,0,0,0,1,9,2
570577-DDL,2017,0,0,0,0,0,0,0,0,0,0,0,4
570591-VDD,2017,0,0,0,0,0,0,0,0,1,3,77,123
570598-EDM,2017,0,0,0,0,0,0,0,0,0,0,83,90
570605-NDV,2017,0,0,0,0,0,0,0,0,1,0,0,0
570612-WDE,2017,0,0,0,0,0,0,0,0,3,43,59,5
570619-FDN,2017,0,0,0,0,0,0,0,0,0,0,2,0
570626-ODW,2017,0,0,0,0,0,0,0,0,0,0,0,5
570640-GEO,2017,0,0,0,0,0,0,0,0,0,31,117,56
570654-YEG,2017,0,0,0,0,0,0,0,0,0,0,0,1
570661-HEP,2017,0,0,0,0,0,0,0,0,0,1,0,0
570668-QEY,2017,0,0,0,0,0,0,0,0,0,1,3,1
570675-ZEH,2017,0,0,0,0,0,0,0,0,0,0,1,0
570682-IEQ,2017,0,0,0,0,0,0,0,0,5,1,3,0
570689-REZ,2017,0,0,0,0,0,0,0,0,42,22,32,4
570696-AEI,2017,0,0,0,0,0,0,0,0,5,2,6,2
570703-JER,2017,0,0,0,0,0,0,0,0,4,4,13,6
570710-SEA,2017,0,0,0,0,0,0,0,0,1,0,1,2
570717-BEJ,2017,0,0,0,0,0,0,0,0,0,0,35,42
570724-KES,2017,0,0,0,0,0,0,0,0,1,0,0,0
570731-TEB,2017,0,0,0,0,0,0,0,0,3,0,0,0
570745-LET,2017,0,0,0,0,0,0,0,0,4,0,9,4
570752-UEC,2017,0,0,0,0,0,0,0,0,0,0,2,17
570759-DEL,2017,0,0,0,0,0,0,0,0,6,0,7,6
570766-MEU,2017,0,0,0,0,0,0,0,0,38,9,5,0
570773-VED,2017,0,0,0,0,0,0,0,0,0,0,6,24
570787-NEV,2017,0,0,0,0,0,0,0,0,1,0,1,0
570794-WEE,2017,0,0,0,0,0,0,0,0,12,3,19,0
570801-FEN,2017,0,0,0,0,0,0,0,0,0,9,20,14
570808-OEW,2017,0,0,0,0,0,0,0,0,1,0,0,0
570815-XFF,2017,0,0,0,0,0,0,0,0,1,1,15,6
570822-GFO,2017,0,0,0,0,0,0,0,0,0,1,0,2
570829-PFX,2017,0,0,0,0,0,0,0,0,0,2,3,0
570836-YFG,2017,0,0,0,0,0,0,0,0,0,0,5,0
570843-HFP,2017,0,0,0,0,0,0,0,0,0,0,20,7
570850-QFY,2017,0,0,0,0,0,0,0,0,0,0,2,0
570864-IFQ,2017,0,0,0,0,0,0,0,0,0,0,22,0
570878-AFI,2017,0,0,0,0,0,0,0,0,34,0,0,0
570885-JFR,2017,0,0,0,0,0,0,0,0,2,0,0,0
570899-BFJ,2017,0,0,0,0,0,0,0,0,7,7,17,11
570906-KFS,2017,0,0,0,0,0,0,0,0,4,0,0,0
570913-TFB,2017,0,0,0,0,0,0,0,0,1,0,0,0
570920-CFK,2017,0,0,0,0,0,0,0,0,12,5,7,0
570927-LFT,2017,0,0,0,0,0,0,0,0,5,2,1,1
570941-DFL,2017,0,0,0,0,0,0,0,0,0,4,2,3
570948-MFU,2017,0,0,0,0,0,0,0,0,0,0,7,1
570955-VFD,2017,0,0,0,0,0,0,0,0,0,2,0,0
570962-EFM,2017,0,0,0,0,0,0,0,0,2,2,5,0
570969-NFV,2017,0,0,0,0,0,0,0,0,1,0,0,0
570976-WFE,2017,0,0,0,0,0,0,0,0,1,0,0,0
570983-FFN,2017,0,0,0,0,0,0,0,0,0,0,1,0
570990-OGW,2017,0,0,0,0,0,0,0,0,0,0,23,0
570997-XGF,2017,0,0,0,0,0,0,0,0,0,13,8,0
571004-GGO,2017,0,0,0,0,0,0,0,0,3,0,0,0
571011-PGX,2017,0,0,0,0,0,0,0,0,1,1,4,0
571018-YGG,2017,0,0,0,0,0,0,0,0,1,1,1,1
571032-QGY,2017,0,0,0,0,0,0,0,0,0,0,11,72
571039-ZGH,2017,0,0,0,0,0,0,0,0,1,3,0,0
571053-RGZ,2017,0,0,0,0,0,0,0,0,2,0,3,9
571060-AGI,2017,0,0,0,0,0,0,0,0,33,20,10,12
571067-JGR,2017,0,0,0,0,0,0,0,0,0,0,12,39
571081-BGJ,2017,0,0,0,0,0,0,0,0,1,1,2,0
571088-KGS,2017,0,0,0,0,0,0,0,0,0,0,0,9
571095-TGB,2017,0,0,0,0,0,0,0,0,0,0,0,1
571102-CGK,2017,0,0,0,0,0,0,0,0,5,1,4,0
571116-UGC,2017,0,0,0,0,0,0,0,0,1,3,1,3
571130-MGU,2017,0,0,0,0,0,0,0,0,7,0,6,0
571137-VGD,2017,0,0,0,0,0,0,0,0,9,4,10,0
571144-EGM,2017,0,0,0,0,0,0,0,0,15,7,42,17
571158-WGE,2017,0,0,0,0,0,0,0,0,3,2,22,5
571165-FGN,2017,0,0,0,0,0,0,0,0,0,0,68,4
571172-OHW,2017,0,0,0,0,0,0,0,0,0,0,21,3
571179-XHF,2017,0,0,0,0,0,0,0,0,0,2,0,0
571186-GHO,2017,0,0,0,0,0,0,0,0,4,2,18,1
571193-PHX,2017,0,0,0,0,0,0,0,0,1,0,1,0
571207-HHP,2017,0,0,0,0,0,0,0,0,0,1,4,0
571214-QHY,2017,0,0,0,0,0,0,0,0,2,0,0,0
571221-ZHH,2017,0,0,0,0,0,0,0,0,6,0,3,0
571228-IHQ,2017,0,0,0,0,0,0,0,0,2,8,22,16
571235-RHZ,2017,0,0,0,0,0,0,0,0,1,2,5,0
571242-AHI,2017,0,0,0,0,0,0,0,0,3,6,3,7
571249-JHR,2017,0,0,0,0,0,0,0,0,0,0,0,17
571256-SHA,2017,0,0,0,0,0,0,0,0,0,0,17,1
571277-THB,2017,0,0,0,0,0,0,0,0,0,0,0,1
571291-LHT,2017,0,0,0,0,0,0,0,0,2,1,6,5
571305-DHL,2017,0,0,0,0,0,0,0,0,2,1,11,2
571312-MHU,2017,0,0,0,0,0,0,0,0,25,2,0,0
571319-VHD,2017,0,0,0,0,0,0,0,0,7,1,21,16
571326-EHM,2017,0,0,0,0,0,0,0,0,3,0,0,0
571333-NHV,2017,0,0,0,0,0,0,0,0,0,0,67,89
571347-FHN,2017,0,0,0,0,0,0,0,0,16,9,38,6
571354-OIW,2017,0,0,0,0,0,0,0,0,2,1,3,2
571382-YIG,2017,0,0,0,0,0,0,0,0,0,0,6,12
571403-ZIH,2017,0,0,0,0,0,0,0,0,0,4,26,3
571410-IIQ,2017,0,0,0,0,0,0,0,0,6,3,13,0
571431-JIR,2017,0,0,0,0,0,0,0,0,38,9,39,8
571438-SIA,2017,0,0,0,0,0,0,0,0,2,1,0,0
571445-BIJ,2017,0,0,0,0,0,0,0,0,1,3,8,0
571452-KIS,2017,0,0,0,0,0,0,0,0,0,0,19,3
571459-TIB,2017,0,0,0,0,0,0,0,0,3,3,26,2
571466-CIK,2017,0,0,0,0,0,0,0,0,0,0,1,0
571473-LIT,2017,0,0,0,0,0,0,0,0,1,3,2,0
571480-UIC,2017,0,0,0,0,0,0,0,0,7,11,30,6
571487-DIL,2017,0,0,0,0,0,0,0,0,10,3,19,15
571515-NIV,2017,0,0,0,0,0,0,0,0,5,1,8,4
571522-WIE,2017,0,0,0,0,0,0,0,0,1,0,1,0
571536-OJW,2017,0,0,0,0,0,0,0,0,7,2,0,0
571543-XJF,2017,0,0,0,0,0,0,0,0,12,6,2,0
571550-GJO,2017,0,0,0,0,0,0,0,0,3,4,13,0
571557-PJX,2017,0,0,0,0,0,0,0,0,0,0,0,9
571564-YJG,2017,0,0,0,0,0,0,0,0,34,0,0,0
571578-QJY,2017,0,0,0,0,0,0,0,0,0,0,12,6
571585-ZJH,2017,0,0,0,0,0,0,0,0,0,0,13,16
571592-IJQ,2017,0,0,0,0,0,0,0,0,0,0,2,2
571599-RJZ,2017,0,0,0,0,0,0,0,0,0,0,4,2
571606-AJI,2017,0,0,0,0,0,0,0,0,0,0,0,18
571620-SJA,2017,0,0,0,0,0,0,0,0,0,1,0,0
571634-KJS,2017,0,0,0,0,0,0,0,0,4,22,34,5
571641-TJB,2017,0,0,0,0,0,0,0,0,0,0,17,0
571648-CJK,2017,0,0,0,0,0,0,0,0,6,4,6,0
571655-LJT,2017,0,0,0,0,0,0,0,0,52,12,6,15
571662-UJC,2017,0,0,0,0,0,0,0,0,5,0,36,16
571676-MJU,2017,0,0,0,0,0,0,0,0,0,0,0,17
571683-VJD,2017,0,0,0,0,0,0,0,0,0,0,0,11
571690-EJM,2017,0,0,0,0,0,0,0,0,1,1,0,0
571697-NJV,2017,0,0,0,0,0,0,0,0,2,3,5,0
571704-WJE,2017,0,0,0,0,0,0,0,0,0,0,7,4
571718-OKW,2017,0,0,0,0,0,0,0,0,0,3,25,23
571732-GKO,2017,0,0,0,0,0,0,0,0,2,2,17,9
571753-HKP,2017,0,0,0,0,0,0,0,0,1,0,3,0
571760-QKY,2017,0,0,0,0,0,0,0,0,0,0,2,0
571774-IKQ,2017,0,0,0,0,0,0,0,0,2,1,2,0
571781-RKZ,2017,0,0,0,0,0,0,0,0,13,10,18,35
571802-SKA,2017,0,0,0,0,0,0,0,0,1,4,25,1
571816-KKS,2017,0,0,0,0,0,0,0,0,2,0,0,0
571823-TKB,2017,0,0,0,0,0,0,0,0,5,1,70,14
571830-CKK,2017,0,0,0,0,0,0,0,0,0,0,28,55
571837-LKT,2017,0,0,0,0,0,0,0,0,62,13,9,102
571844-UKC,2017,0,0,0,0,0,0,0,0,0,0,1,0
571851-DKL,2017,0,0,0,0,0,0,0,0,16,15,74,12
571858-MKU,2017,0,0,0,0,0,0,0,0,0,2,0,0
571872-EKM,2017,0,0,0,0,0,0,0,0,3,2,1,0
571886-WKE,2017,0,0,0,0,0,0,0,0,16,1,6,3
571893-FLN,2017,0,0,0,0,0,0,0,0,1,7,38,6
571907-XLF,2017,0,0,0,0,0,0,0,0,2,0,8,3
571914-GLO,2017,0,0,0,0,0,0,0,0,1,1,4,0
571928-YLG,2017,0,0,0,0,0,0,0,0,4,2,4,3
571935-HLP,2017,0,0,0,0,0,0,0,0,0,0,80,111
571942-QLY,2017,0,0,0,0,0,0,0,0,4,11,32,9
571949-ZLH,2017,0,0,0,0,0,0,0,0,0,1,4,0
571956-ILQ,2017,0,0,0,0,0,0,0,0,0,0,0,87
571984-SLA,2017,0,0,0,0,0,0,0,0,24,10,1,0
571991-BLJ,2017,0,0,0,0,0,0,0,0,0,0,23,19
572012-CLK,2017,0,0,0,0,0,0,0,0,9,7,16,1
572019-LLT,2017,0,0,0,0,0,0,0,0,0,1,0,0
572026-ULC,2017,0,0,0,0,0,0,0,0,0,0,5,1
572054-ELM,2017,0,0,0,0,0,0,0,0,0,0,12,0
572068-WLE,2017,0,0,0,0,0,0,0,0,0,0,0,5
572089-XMF,2017,0,0,0,0,0,0,0,0,1,0,0,0
572103-PMX,2017,0,0,0,0,0,0,0,0,3,2,3,2
572110-YMG,2017,0,0,0,0,0,0,0,0,6,0,0,0
572117-HMP,2017,0,0,0,0,0,0,0,0,1,0,3,3
572131-ZMH,2017,0,0,0,0,0,0,0,0,0,1,0,0
572138-IMQ,2017,0,0,0,0,0,0,0,0,0,0,0,41
572145-RMZ,2017,0,0,0,0,0,0,0,0,0,0,1,0
572152-AMI,2017,0,0,0,0,0,0,0,0,4,2,2,1
572159-JMR,2017,0,0,0,0,0,0,0,0,0,0,0,7
572166-SMA,2017,0,0,0,0,0,0,0,0,1,2,1,0
572173-BMJ,2017,0,0,0,0,0,0,0,0,0,0,0,13
572180-KMS,2017,0,0,0,0,0,0,0,0,14,8,25,15
572187-TMB,2017,0,0,0,0,0,0,0,0,5,2,85,105
572215-DML,2017,0,0,0,0,0,0,0,0,6,0,40,7
572222-MMU,2017,0,0,0,0,0,0,0,0,2,3,1,3
572243-NMV,2017,0,0,0,0,0,0,0,0,4,2,1,0
572250-WNE,2017,0,0,0,0,0,0,0,0,0,8,59,9
572257-FNN,2017,0,0,0,0,0,0,0,0,42,9,1,1
572264-ONW,2017,0,0,0,0,0,0,0,0,0,0,21,4
572271-XNF,2017,0,0,0,0,0,0,0,0,7,2,6,0
572278-GNO,2017,0,0,0,0,0,0,0,0,3,4,1,1
572306-QNY,2017,0,0,0,0,0,0,0,0,0,0,1,3
572313-ZNH,2017,0,0,0,0,0,0,0,0,0,0,2,17
572355-BNJ,2017,0,0,0,0,0,0,0,0,0,1,2,8
572397-DNL,2017,0,0,0,0,0,0,0,0,0,0,0,10
572404-MNU,2017,0,0,0,0,0,0,0,0,0,0,29,2
572432-WOE,2017,0,0,0,0,0,0,0,0,0,0,11,5
572439-FON,2017,0,0,0,0,0,0,0,0,0,0,2,11
572509-ROZ,2017,0,0,0,0,0,0,0,0,26,5,16,0
572516-AOI,2017,0,0,0,0,0,0,0,0,0,4,58,21
572523-JOR,2017,0,0,0,0,0,0,0,0,0,1,0,0
572537-BOJ,2017,0,0,0,0,0,0,0,0,0,0,0,4
572544-KOS,2017,0,0,0,0,0,0,0,0,4,1,0,0
572551-TOB,2017,0,0,0,0,0,0,0,0,6,2,0,0
572579-DOL,2017,0,0,0,0,0,0,0,0,1,4,0,0
572586-MOU,2017,0,0,0,0,0,0,0,0,8,7,8,0
572593-VOD,2017,0,0,0,0,0,0,0,0,0,5,2,2
572614-WPE,2017,0,0,0,0,0,0,0,0,6,5,28,9
572628-OPW,2017,0,0,0,0,0,0,0,0,6,2,18,5
572663-HPP,2017,0,0,0,0,0,0,0,0,22,13,56,12
572670-QPY,2017,0,0,0,0,0,0,0,0,37,18,13,1
572677-ZPH,2017,0,0,0,0,0,0,0,0,0,2,3,2
572684-IPQ,2017,0,0,0,0,0,0,0,0,4,6,10,0
572726-KPS,2017,0,0,0,0,0,0,0,0,2,11,11,0
572740-CPK,2017,0,0,0,0,0,0,0,0,7,2,15,1
572747-LPT,2017,0,0,0,0,0,0,0,0,1,6,22,2
572782-EPM,2017,0,0,0,0,0,0,0,0,1,0,0,0
572789-NQV,2017,0,0,0,0,0,0,0,0,3,2,0,0
572796-WQE,2017,0,0,0,0,0,0,0,0,31,10,33,2
572810-OQW,2017,0,0,0,0,0,0,0,0,0,5,1,1
572824-GQO,2017,0,0,0,0,0,0,0,0,8,8,73,10
572838-YQG,2017,0,0,0,0,0,0,0,0,0,0,1,11
572901-BQJ,2017,0,0,0,0,0,0,0,0,10,1,0,1
572915-TQB,2017,0,0,0,0,0,0,0,0,4,4,19,3
573097-TRB,2017,0,0,0,0,0,0,0,0,0,0,0,65
573104-CRK,2017,0,0,0,0,0,0,0,0,4,8,4,3
573125-DRL,2017,0,0,0,0,0,0,0,0,4,3,3,0
573132-MRU,2017,0,0,0,0,0,0,0,0,0,0,0,48
573174-OSW,2017,0,0,0,0,0,0,0,0,27,10,43,4
573188-GSO,2017,0,0,0,0,0,0,0,0,0,0,15,3
573230-ISQ,2017,0,0,0,0,0,0,0,0,0,0,0,62
573237-RSZ,2017,0,0,0,0,0,0,0,0,0,0,27,60
573251-JSR,2017,0,0,0,0,0,0,0,0,0,0,11,7
573265-BSJ,2017,0,0,0,0,0,0,0,0,1,1,6,5
573272-KSS,2017,0,0,0,0,0,0,0,0,4,7,12,1
573300-USC,2017,0,0,0,0,0,0,0,0,4,2,40,3
573314-MSU,2017,0,0,0,0,0,0,0,0,0,0,1,52
573328-ETM,2017,0,0,0,0,0,0,0,0,18,6,26,10
573335-NTV,2017,0,0,0,0,0,0,0,0,5,0,0,0
573342-WTE,2017,0,0,0,0,0,0,0,0,51,0,11,7
573356-OTW,2017,0,0,0,0,0,0,0,0,30,5,38,82
573363-XTF,2017,0,0,0,0,0,0,0,0,48,13,28,0
573377-PTX,2017,0,0,0,0,0,0,0,0,0,1,1,1
573440-STA,2017,0,0,0,0,0,0,0,0,0,0,84,24
573454-KTS,2017,0,0,0,0,0,0,0,0,0,0,3,18
573475-LTT,2017,0,0,0,0,0,0,0,0,0,0,0,15
573482-UTC,2017,0,0,0,0,0,0,0,0,0,0,0,56
573489-DTL,2017,0,0,0,0,0,0,0,0,0,0,0,48
573496-MTU,2017,0,0,0,0,0,0,0,0,0,0,1,44
573559-PUX,2017,0,0,0,0,0,0,0,0,0,0,0,42
573566-YUG,2017,0,0,0,0,0,0,0,0,2,4,17,1
573573-HUP,2017,0,0,0,0,0,0,0,0,0,0,0,93
573580-QUY,2017,0,0,0,0,0,0,0,0,0,0,0,36
573594-IUQ,2017,0,0,0,0,0,0,0,0,0,0,0,2
573601-RUZ,2017,0,0,0,0,0,0,0,0,17,8,34,53
573643-TUB,2017,0,0,0,0,0,0,0,0,0,0,78,24
573664-UUC,2017,0,0,0,0,0,0,0,0,0,0,0,9
573685-VUD,2017,0,0,0,0,0,0,0,0,0,0,0,2
573797-JVR,2017,0,0,0,0,0,0,0,0,0,0,0,12
573811-BVJ,2017,0,0,0,0,0,0,0,0,0,0,0,2
573825-TVB,2017,0,0,0,0,0,0,0,0,0,0,5,58
573839-LVT,2017,0,0,0,0,0,0,0,0,0,0,57,29
573965-RWZ,2017,0,0,0,0,0,0,0,0,0,0,0,37
574175-BXJ,2017,0,0,0,0,0,0,0,0,19,6,54,1
574182-KXS,2017,0,0,0,0,0,0,0,0,1,0,4,9
574189-TXB,2017,0,0,0,0,0,0,0,0,13,0,1,0
574196-CXK,2017,0,0,0,0,0,0,0,0,0,0,11,42
574217-DXL,2017,0,0,0,0,0,0,0,0,1,1,0,0
574224-MXU,2017,0,0,0,0,0,0,0,0,13,3,0,0
574231-VYD,2017,0,0,0,0,0,0,0,0,0,0,2,3
574238-EYM,2017,0,0,0,0,0,0,0,0,0,0,21,20
574259-FYN,2017,0,0,0,0,0,0,0,0,0,0,0,17
574301-HYP,2017,0,0,0,0,0,0,0,0,0,0,17,16
574336-AYI,2017,0,0,0,0,0,0,0,0,0,0,41,0
574350-SYA,2017,0,0,0,0,0,0,0,0,0,18,0,0
574371-TYB,2017,0,0,0,0,0,0,0,0,16,13,0,0
574385-LYT,2017,0,0,0,0,0,0,0,0,0,0,10,0
574392-UYC,2017,0,0,0,0,0,0,0,0,0,0,6,25
574399-DYL,2017,0,0,0,0,0,0,0,0,0,0,0,4
574406-MZU,2017,0,0,0,0,0,0,0,0,2,0,12,0
574413-VZD,2017,0,0,0,0,0,0,0,0,0,0,4,0
574448-OZW,2017,0,0,0,0,0,0,0,0,0,1,0,0
574455-XZF,2017,0,0,0,0,0,0,0,0,0,3,25,0
574462-GZO,2017,0,0,0,0,0,0,0,0,3,5,4,0
574469-PZX,2017,0,0,0,0,0,0,0,0,0,1,16,1
574476-YZG,2017,0,0,0,0,0,0,0,0,1,0,1,6
574483-HZP,2017,0,0,0,0,0,0,0,0,10,0,0,0
574490-QZY,2017,0,0,0,0,0,0,0,0,1,0,8,3
574497-ZZH,2017,0,0,0,0,0,0,0,0,0,0,1,0
574504-IZQ,2017,0,0,0,0,0,0,0,0,0,0,0,7
574511-RZZ,2017,0,0,0,0,0,0,0,0,1,0,0,0
574518-AZI,2017,0,0,0,0,0,0,0,0,0,4,9,0
574553-TZB,2017,0,0,0,0,0,0,0,0,0,0,0,3
574560-CZK,2017,0,0,0,0,0,0,0,0,23,52,3,0
659879-NAV,2017,0,0,0,0,0,0,0,0,3,4,1,3
659899-XAF,2017,0,0,0,0,0,0,0,0,1,2,0,0
659904-GAO,2017,0,0,0,0,0,0,0,0,1,0,0,0
659909-PAX,2017,0,0,0,0,0,0,0,0,0,0,0,1
659914-YAG,2017,0,0,0,0,0,0,0,0,0,0,22,0
659919-HAP,2017,0,0,0,0,0,0,0,0,0,2,13,1
659924-QAY,2017,0,0,0,0,0,0,0,0,0,2,10,3
659929-ZAH,2017,0,0,0,0,0,0,0,0,2,4,2,0
659934-IAQ,2017,0,0,0,0,0,0,0,0,1,0,2,3
659939-RAZ,2017,0,0,0,0,0,0,0,0,3,3,37,13
659949-JAR,2017,0,0,0,0,0,0,0,0,1,1,0,0
659954-SAA,2017,0,0,0,0,0,0,0,0,0,0,1,0
659959-BAJ,2017,0,0,0,0,0,0,0,0,0,0,7,98
659964-KAS,2017,0,0,0,0,0,0,0,0,0,0,89,116
659969-TAB,2017,0,0,0,0,0,0,0,0,32,0,0,0
659974-CAK,2017,0,0,0,0,0,0,0,0,0,0,0,3
659979-LAT,2017,0,0,0,0,0,0,0,0,1,0,0,0
659984-UAC,2017,0,0,0,0,0,0,0,0,41,0,30,13
659994-MAU,2017,0,0,0,0,0,0,0,0,15,13,84,84
