CÓDIGO,AÑO,ENE,FEB.,MAR.,ABR.,MAY.,JUN.,JUL.,AGO.,SEP.,OCT.,NOV.,DIC.
211601-RAZ,2018,0,0,0,1,0,1,1,0,0,0,0,0
211617-JAR,2018,0,0,0,0,0,0,0,6,7,0,0,0
211625-SAA,2018,0,0,1,0,2,2,0,0,0,0,0,0
211641-KAS,2018,0,12,1,1,2,0,2,3,8,0,0,0
211649-TAB,2018,0,0,0,0,3,1,0,0,6,0,0,0
211657-CAK,2018,0,0,80,0,0,0,10,17,22,0,0,0
211665-LAT,2018,0,15,39,23,23,9,6,19,2,0,0,0
211673-UAC,2018,1,0,0,0,0,0,0,0,0,0,0,0
211681-DAL,2018,1,1,0,0,0,0,0,0,0,0,0,0
211697-VAD,2018,0,0,0,0,0,0,61,118,18,0,0,0
211705-EAM,2018,1,0,0,0,1,0,0,0,0,0,0,0
211713-NAV,2018,1,0,0,0,0,0,0,0,0,0,0,0
211721-WAE,2018,0,0,0,0,0,0,0,0,1,0,0,0
211729-FAN,2018,1,0,0,0,0,0,0,0,0,0,0,0
211737-OAW,2018,1,0,0,0,0,0,0,0,0,0,0,0
211745-XAF,2018,0,0,0,0,0,0,70,74,0,0,0,0
211753-GAO,2018,1,0,0,0,0,0,0,0,0,0,0,0
211777-HBP,2018,0,15,0,0,0,0,0,0,0,0,0,0
211785-QBY,2018,0,34,68,75,4,22,67,50,17,0,0,0
211793-ZBH,2018,1,0,15,3,7,1,3,0,0,0,0,0
211801-IBQ,2018,0,0,0,1,0,0,0,0,0,0,0,0
211817-ABI,2018,0,0,0,0,0,0,2,0,0,0,0,0
211833-SBA,2018,2,0,0,1,0,1,2,0,0,0,0,0
211841-BBJ,2018,0,2,0,0,0,0,0,1,1,0,0,0
211849-KBS,2018,0,0,0,1,0,0,0,0,0,0,0,0
211857-TBB,2018,2,0,1,0,0,0,0,0,0,0,0,0
211873-LBT,2018,0,2,1,3,5,6,0,2,0,0,0,0
211881-UBC,2018,2,8,0,0,0,0,1,1,0,0,0,0
211889-DBL,2018,0,24,1,0,0,0,0,0,0,0,0,0
211905-VBD,2018,0,0,0,8,17,0,1,0,0,0,0,0
211913-EBM,2018,3,0,0,0,0,0,0,0,0,0,0,0
211929-WBE,2018,24,8,4,1,0,0,0,0,0,0,0,0
211937-FBN,2018,12,2,4,2,1,17,4,0,4,0,0,0
211953-XBF,2018,1,0,2,0,0,0,0,0,0,0,0,0
211961-GBO,2018,12,23,3,33,7,3,10,5,1,0,0,0
211969-PBX,2018,10,12,16,7,8,4,6,1,0,0,0,0
211993-QCY,2018,17,0,0,0,0,0,0,0,0,0,0,0
212001-ZCH,2018,9,7,7,1,0,0,0,0,0,0,0,0
212009-ICQ,2018,2,33,12,1,0,0,1,1,0,0,0,0
212017-RCZ,2018,4,4,3,2,3,6,2,1,0,0,0,0
212025-ACI,2018,1,1,0,0,0,0,0,0,0,0,0,0
212033-JCR,2018,1,0,0,1,0,0,0,0,0,0,0,0
212041-SCA,2018,0,1,1,0,0,0,0,0,0,0,0,0
212049-BCJ,2018,0,0,3,0,0,0,0,0,0,0,0,0
212065-TCB,2018,3,4,2,0,0,0,0,0,0,0,0,0
212113-VCD,2018,1,0,0,0,32,9,3,0,0,0,0,0
212129-NCV,2018,0,0,0,0,0,0,0,0,4,0,0,0
212137-WCE,2018,3,0,1,0,0,0,2,0,0,0,0,0
212145-FCN,2018,0,0,3,0,1,1,0,0,0,0,0,0
212153-OCW,2018,1,0,0,0,0,0,0,0,0,0,0,0
212161-XCF,2018,1,1,1,1,0,2,1,0,0,0,0,0
212169-GCO,2018,5,0,0,0,0,0,0,0,0,0,0,0
212177-PCX,2018,1,0,0,0,0,0,0,0,0,0,0,0
212185-YDG,2018,71,22,0,1,0,0,0,0,0,0,0,0
212201-QDY,2018,3,2,2,3,1,2,2,0,0,0,0,0
212217-IDQ,2018,2,1,1,0,0,0,1,0,1,0,0,0
212265-KDS,2018,1,4,4,3,0,1,3,7,9,0,0,0
212273-TDB,2018,0,0,0,0,0,2,0,0,0,0,0,0
212297-UDC,2018,1,0,0,0,0,0,0,0,0,0,0,0
212305-DDL,2018,26,2,0,1,1,1,0,0,0,0,0,0
212321-VDD,2018,12,0,0,0,0,0,0,0,0,0,0,0
212329-EDM,2018,8,0,0,0,0,0,0,0,0,0,0,0
212337-NDV,2018,1,0,0,0,0,0,0,0,0,0,0,0
212345-WDE,2018,104,37,51,9,11,3,5,3,0,0,0,0
212353-FDN,2018,0,10,79,66,7,8,2,1,0,0,0,0
212361-ODW,2018,5,0,0,0,0,0,0,0,0,0,0,0
212369-XDF,2018,0,1,0,0,1,1,0,0,0,0,0,0
212377-GDO,2018,1,0,0,0,0,0,0,0,0,0,0,0
212385-PDX,2018,9,2,0,0,0,0,0,1,0,0,0,0
212401-HEP,2018,0,0,0,0,0,0,0,0,5,0,0,0
212417-ZEH,2018,0,0,0,1,0,0,0,0,0,0,0,0
212425-IEQ,2018,1,1,0,0,0,0,0,0,0,0,0,0
212433-REZ,2018,0,0,1,0,0,0,0,0,0,0,0,0
212441-AEI,2018,2,1,0,0,0,0,0,0,0,0,0,0
212449-JER,2018,1,0,0,0,0,0,0,0,0,0,0,0
212457-SEA,2018,3,2,0,0,0,0,0,0,0,0,0,0
212465-BEJ,2018,0,25,8,2,2,69,46,0,0,0,0,0
212473-KES,2018,7,3,1,0,0,0,0,0,0,0,0,0
212497-LET,2018,1,2,3,1,1,1,0,0,0,0,0,0
212505-UEC,2018,15,4,1,0,0,0,0,0,0,0,0,0
212537-EEM,2018,3,0,1,0,0,0,0,0,0,0,0,0
212553-WEE,2018,2,0,0,0,0,0,0,0,0,0,0,0
212585-GEO,2018,9,0,0,0,0,0,0,0,0,0,0,0
212609-HFP,2018,0,0,0,0,0,0,0,0,1,0,0,0
212617-QFY,2018,0,0,2,0,0,0,2,0,0,0,0,0
212649-AFI,2018,0,0,0,0,0,0,35,1,11,0,0,0
212657-JFR,2018,0,0,0,0,0,0,40,35,0,0,0,0
212681-KFS,2018,0,0,0,0,0,0,0,3,8,0,0,0
212697-CFK,2018,8,3,0,0,0,0,0,0,0,0,0,0
212705-LFT,2018,5,10,1,0,0,0,0,0,0,0,0,0
212729-MFU,2018,2,0,0,0,0,0,0,0,0,0,0,0
212737-VFD,2018,0,0,23,1,9,0,0,0,0,0,0,0
212745-EFM,2018,0,0,0,2,10,6,4,7,2,0,0,0
212753-NFV,2018,0,1,0,0,0,0,0,0,0,0,0,0
212769-FFN,2018,0,0,0,0,0,0,3,1,0,0,0,0
212785-XFF,2018,0,0,0,11,2,0,0,0,0,0,0,0
212793-GFO,2018,20,0,0,0,0,0,0,0,0,0,0,0
212801-PGX,2018,0,22,0,0,0,0,0,0,0,0,0,0
212817-HGP,2018,1,0,0,0,0,0,0,0,0,0,0,0
212825-QGY,2018,5,1,0,0,0,0,0,0,0,0,0,0
212833-ZGH,2018,3,1,4,4,0,2,1,3,4,0,0,0
212841-IGQ,2018,1,0,0,0,0,0,0,0,0,0,0,0
212849-RGZ,2018,0,0,0,0,0,0,0,0,12,0,0,0
212857-AGI,2018,0,92,2,0,0,0,0,0,0,0,0,0
212865-JGR,2018,3,0,0,0,0,0,0,1,0,0,0,0
212873-SGA,2018,4,0,0,1,1,3,3,2,3,0,0,0
212881-BGJ,2018,2,0,0,0,0,0,0,0,0,0,0,0
212889-KGS,2018,0,0,0,0,1,0,0,0,0,0,0,0
212905-CGK,2018,0,19,6,0,4,1,0,0,0,0,0,0
212921-UGC,2018,0,0,0,0,0,0,0,1,0,0,0,0
212929-DGL,2018,0,0,0,0,0,0,1,0,1,0,0,0
212937-MGU,2018,92,21,2,0,115,49,5,4,23,0,0,0
212945-VGD,2018,0,1,1,0,0,0,0,0,0,0,0,0
212953-EGM,2018,0,0,0,0,2,34,20,29,5,0,0,0
212969-WGE,2018,0,5,7,3,1,0,0,0,0,0,0,0
212977-FGN,2018,7,3,1,0,3,3,2,1,0,0,0,0
212985-OGW,2018,77,1,0,0,38,11,16,13,12,0,0,0
212993-XGF,2018,11,3,13,16,11,8,0,1,0,0,0,0
213001-GGO,2018,0,0,0,0,0,0,0,0,2,0,0,0
213033-QHY,2018,0,0,0,13,4,5,1,0,0,0,0,0
213041-ZHH,2018,86,0,0,11,0,0,37,17,3,0,0,0
213049-IHQ,2018,1,0,0,0,0,0,0,0,0,0,0,0
213057-RHZ,2018,0,0,4,7,13,0,16,19,8,0,0,0
213065-AHI,2018,28,0,0,0,0,0,0,0,0,0,0,0
213073-JHR,2018,0,0,0,5,3,4,4,7,1,0,0,0
213081-SHA,2018,5,1,2,0,1,2,4,2,1,0,0,0
213097-KHS,2018,3,1,0,0,0,0,0,0,0,0,0,0
213121-LHT,2018,1,0,0,0,0,0,0,0,0,0,0,0
213137-DHL,2018,7,15,18,19,3,2,7,0,1,0,0,0
213145-MHU,2018,4,3,4,0,0,0,1,0,0,0,0,0
213161-EHM,2018,8,1,2,3,4,4,0,1,0,0,0,0
213177-WHE,2018,1,1,0,0,0,0,0,0,0,0,0,0
213185-FHN,2018,1,0,0,0,0,0,0,0,0,0,0,0
213209-GHO,2018,4,0,2,2,5,2,2,4,4,0,0,0
213217-PIX,2018,12,6,8,9,9,53,1,14,21,0,0,0
213225-YIG,2018,108,13,13,2,0,0,0,0,0,0,0,0
213233-HIP,2018,1,2,1,0,0,0,0,0,0,0,0,0
213241-QIY,2018,2,1,1,1,1,0,1,0,0,0,0,0
213249-ZIH,2018,0,8,7,4,0,4,2,0,1,0,0,0
213265-RIZ,2018,6,2,55,6,6,13,8,2,9,0,0,0
213273-AII,2018,0,0,0,0,1,0,0,0,0,0,0,0
213281-JIR,2018,0,0,18,5,1,5,3,0,0,0,0,0
213289-SIA,2018,0,3,5,10,4,17,1,0,0,0,0,0
213297-BIJ,2018,0,0,0,0,34,15,23,3,1,0,0,0
213313-TIB,2018,3,0,0,0,0,0,0,0,0,0,0,0
213321-CIK,2018,8,2,0,0,13,6,6,10,2,0,0,0
213329-LIT,2018,0,24,5,0,0,0,0,0,0,0,0,0
213337-UIC,2018,2,0,0,0,0,0,0,0,0,0,0,0
213345-DIL,2018,0,1,3,0,0,0,0,0,0,0,0,0
213353-MIU,2018,35,27,15,18,14,2,2,0,0,0,0,0
213361-VID,2018,27,1,0,0,0,0,0,0,0,0,0,0
213369-EIM,2018,1,1,1,2,1,2,2,0,0,0,0,0
213377-NIV,2018,0,0,1,0,0,0,0,0,0,0,0,0
213385-WIE,2018,3,1,0,0,0,0,0,0,0,0,0,0
213393-FIN,2018,15,5,1,0,0,0,0,0,0,0,0,0
213401-OIW,2018,8,11,4,0,0,0,0,0,0,0,0,0
213409-XIF,2018,0,5,7,2,3,0,0,0,0,0,0,0
213417-GJO,2018,0,4,1,0,1,0,2,2,0,0,0,0
213425-PJX,2018,5,8,0,0,0,0,0,0,0,0,0,0
213433-YJG,2018,6,3,1,0,0,0,0,0,0,0,0,0
213465-IJQ,2018,0,0,0,15,38,19,21,0,0,0,0,0
213481-AJI,2018,0,0,17,3,13,7,14,18,7,0,0,0
213505-BJJ,2018,1,0,0,0,0,0,0,0,0,0,0,0
213513-KJS,2018,58,29,15,17,25,8,9,16,9,0,0,0
213521-TJB,2018,5,18,10,3,0,0,0,0,0,0,0,0
213529-CJK,2018,0,0,0,30,2,0,0,0,0,0,0,0
213537-LJT,2018,40,3,0,1,0,0,0,0,0,0,0,0
213545-UJC,2018,0,0,20,10,7,7,0,0,0,0,0,0
213553-DJL,2018,0,11,4,0,1,4,0,0,0,0,0,0
213561-MJU,2018,12,3,2,2,1,3,1,0,0,0,0,0
213569-VJD,2018,10,0,0,0,0,0,0,0,0,0,0,0
213577-EJM,2018,0,0,0,0,0,0,1,0,0,0,0,0
213593-WJE,2018,11,0,0,0,3,2,1,0,0,0,0,0
213601-FJN,2018,3,0,0,0,0,0,0,0,0,0,0,0
213609-OJW,2018,0,0,3,0,0,0,0,0,0,0,0,0
213625-GKO,2018,8,0,6,0,1,0,0,0,0,0,0,0
213633-PKX,2018,0,0,0,0,2,8,9,5,7,0,0,0
213641-YKG,2018,0,0,0,0,2,2,25,0,0,0,0,0
213649-HKP,2018,1,0,0,0,0,0,0,0,0,0,0,0
213657-QKY,2018,0,0,0,8,5,0,1,0,0,0,0,0
213665-ZKH,2018,0,0,0,0,0,0,0,2,6,0,0,0
213681-RKZ,2018,0,0,19,2,0,0,0,0,0,0,0,0
213689-AKI,2018,0,0,0,0,31,2,0,13,11,0,0,0
213697-JKR,2018,1,0,0,0,0,0,0,0,0,0,0,0
213721-KKS,2018,0,0,0,0,0,0,0,0,1,0,0,0
213729-TKB,2018,0,0,0,0,0,0,2,0,0,0,0,0
213737-CKK,2018,0,0,0,0,0,0,0,16,14,0,0,0
213745-LKT,2018,0,0,0,1,0,1,0,0,0,0,0,0
213761-DKL,2018,0,95,5,5,2,2,2,0,0,0,0,0
213777-VKD,2018,4,1,2,0,0,0,0,0,0,0,0,0
213785-EKM,2018,0,5,0,0,1,1,2,0,0,0,0,0
213793-NKV,2018,5,0,0,0,0,2,3,1,4,0,0,0
213817-OKW,2018,7,4,0,2,2,0,0,0,0,0,0,0
213825-XKF,2018,11,5,1,7,1,1,0,0,0,0,0,0
213833-GLO,2018,0,0,0,1,2,0,0,0,0,0,0,0
213841-PLX,2018,0,0,0,0,0,1,1,1,0,0,0,0
213849-YLG,2018,0,0,0,2,15,12,6,0,0,0,0,0
213857-HLP,2018,0,0,0,0,15,2,18,15,28,0,0,0
213865-QLY,2018,0,0,0,0,2,0,0,0,0,0,0,0
213873-ZLH,2018,0,0,0,0,1,0,1,0,0,0,0,0
213881-ILQ,2018,9,0,3,1,0,3,1,0,0,0,0,0
213889-RLZ,2018,0,1,0,0,0,0,0,0,0,0,0,0
213897-ALI,2018,13,6,7,4,1,1,2,1,0,0,0,0
213905-JLR,2018,24,7,17,13,6,4,2,0,0,0,0,0
213913-SLA,2018,5,0,0,0,0,0,0,0,0,0,0,0
213921-BLJ,2018,31,84,7,2,0,0,0,0,0,0,0,0
213929-KLS,2018,0,0,1,0,0,1,0,0,0,0,0,0
213937-TLB,2018,0,0,0,0,0,1,0,0,0,0,0,0
213953-LLT,2018,16,7,6,0,24,0,0,0,0,0,0,0
213961-ULC,2018,5,1,2,0,0,0,0,0,0,0,0,0
213977-MLU,2018,0,0,0,0,0,0,0,15,0,0,0,0
213985-VLD,2018,0,0,0,0,0,1,1,8,7,0,0,0
213993-ELM,2018,0,0,0,0,0,1,2,4,10,0,0,0
214001-NLV,2018,0,0,0,0,4,4,5,16,2,0,0,0
214009-WLE,2018,0,0,0,0,0,0,4,4,4,0,0,0
214017-FLN,2018,0,0,0,0,0,0,0,0,1,0,0,0
214033-XMF,2018,4,1,1,0,1,0,0,0,0,0,0,0
214041-GMO,2018,0,0,0,0,0,0,0,0,3,0,0,0
214049-PMX,2018,0,0,2,0,0,0,0,0,0,0,0,0
214057-YMG,2018,14,8,6,5,0,3,0,0,1,0,0,0
214065-HMP,2018,5,0,0,0,0,0,0,0,0,0,0,0
214105-AMI,2018,1,0,1,0,1,2,1,2,0,0,0,0
214137-KMS,2018,13,15,6,4,1,4,2,0,0,0,0,0
214153-CMK,2018,0,33,15,0,0,0,0,0,0,0,0,0
214161-LMT,2018,0,0,0,2,1,2,0,0,0,0,0,0
214169-UMC,2018,7,0,0,0,0,0,0,0,0,0,0,0
214177-DML,2018,0,0,0,63,1,3,1,0,0,0,0,0
214185-MMU,2018,0,0,49,36,8,5,0,0,0,0,0,0
214201-EMM,2018,2,0,0,0,0,2,0,0,0,0,0,0
214209-NMV,2018,19,46,7,5,5,5,2,0,0,0,0,0
214217-WME,2018,3,1,1,2,2,3,2,0,2,0,0,0
214225-FMN,2018,0,1,0,0,0,1,0,1,2,0,0,0
214233-OMW,2018,0,1,2,0,0,2,1,0,0,0,0,0
214241-XNF,2018,0,2,2,1,5,0,2,3,13,0,0,0
214249-GNO,2018,0,0,0,0,0,0,0,3,34,0,0,0
214273-HNP,2018,0,0,0,0,1,0,17,6,0,0,0,0
214281-QNY,2018,0,0,0,0,0,1,0,0,0,0,0,0
214289-ZNH,2018,0,1,5,11,3,5,9,1,1,0,0,0
214297-INQ,2018,0,0,0,0,3,0,0,0,0,0,0,0
214313-ANI,2018,18,7,11,5,4,2,8,11,13,0,0,0
214321-JNR,2018,0,0,0,0,0,0,0,0,6,0,0,0
214329-SNA,2018,0,7,0,0,0,0,0,0,0,0,0,0
214337-BNJ,2018,0,19,18,3,3,4,0,0,0,0,0,0
214345-KNS,2018,15,28,15,1,0,1,3,1,0,0,0,0
214353-TNB,2018,0,14,11,39,9,6,2,0,0,0,0,0
214369-LNT,2018,0,0,0,0,0,0,0,1,0,0,0,0
214377-UNC,2018,0,0,0,2,16,5,11,1,3,0,0,0
214385-DNL,2018,0,0,0,0,0,0,0,29,20,0,0,0
214401-VND,2018,0,0,8,0,0,0,0,2,9,0,0,0
214409-ENM,2018,10,13,7,10,21,6,9,2,9,0,0,0
214417-NNV,2018,29,11,18,0,0,0,0,0,0,0,0,0
214425-WNE,2018,0,0,31,2,1,0,0,0,0,0,0,0
214433-FNN,2018,20,0,0,0,0,0,0,0,0,0,0,0
214441-ONW,2018,0,0,27,3,3,0,0,0,0,0,0,0
214449-XOF,2018,4,1,0,0,0,0,0,0,0,0,0,0
214457-GOO,2018,8,1,0,0,0,0,0,0,0,0,0,0
214465-POX,2018,21,0,0,0,0,0,0,0,0,0,0,0
214473-YOG,2018,0,0,0,0,0,0,0,0,20,0,0,0
214481-HOP,2018,3,1,0,0,0,0,0,0,0,0,0,0
214497-ZOH,2018,0,0,0,0,0,0,0,13,12,0,0,0
214505-IOQ,2018,0,0,0,0,0,0,50,2,14,0,0,0
214513-ROZ,2018,0,0,11,2,0,0,0,0,0,0,0,0
214521-AOI,2018,28,5,5,4,3,0,1,2,0,0,0,0
214529-JOR,2018,0,0,30,4,0,0,0,0,0,0,0,0
214537-SOA,2018,9,0,0,0,0,0,0,0,0,0,0,0
214545-BOJ,2018,13,4,4,3,1,3,2,1,1,0,0,0
214553-KOS,2018,0,0,1,7,9,1,5,5,2,0,0,0
214561-TOB,2018,0,0,0,0,0,0,0,0,1,0,0,0
214569-COK,2018,0,0,0,0,0,0,0,0,2,0,0,0
214577-LOT,2018,10,0,3,2,2,10,0,0,0,0,0,0
214585-UOC,2018,0,0,0,0,0,0,0,0,4,0,0,0
214593-DOL,2018,0,0,0,0,0,0,9,5,1,0,0,0
214601-MOU,2018,0,0,0,0,0,2,1,0,0,0,0,0
214617-EOM,2018,0,0,0,0,0,0,0,0,15,0,0,0
214633-WOE,2018,4,16,3,0,0,0,0,0,0,0,0,0
214641-FON,2018,0,0,0,0,16,37,17,0,22,0,0,0
214649-OPW,2018,0,0,0,0,0,0,19,14,15,0,0,0
214657-XPF,2018,2,0,0,0,0,0,0,0,0,0,0,0
214681-YPG,2018,0,44,34,3,0,3,0,0,0,0,0,0
214697-QPY,2018,0,10,11,1,4,10,5,0,0,0,0,0
214705-ZPH,2018,0,0,25,0,0,0,0,0,0,0,0,0
214713-IPQ,2018,0,0,63,3,0,0,0,0,6,0,0,0
214737-JPR,2018,0,106,45,28,0,0,0,0,0,0,0,0
214745-SPA,2018,4,1,0,0,0,0,0,0,0,0,0,0
214753-BPJ,2018,0,0,39,0,0,0,0,0,0,0,0,0
214761-KPS,2018,0,0,0,0,0,0,0,28,31,0,0,0
214777-CPK,2018,0,0,0,43,19,8,3,1,0,0,0,0
214785-LPT,2018,0,0,0,0,0,0,0,0,6,0,0,0
214793-UPC,2018,0,0,0,18,21,10,15,8,9,0,0,0
214801-DPL,2018,5,2,3,2,1,3,1,0,0,0,0,0
214809-MPU,2018,0,0,0,0,0,0,0,0,1,0,0,0
214817-VPD,2018,0,0,7,11,28,9,13,2,2,0,0,0
214825-EPM,2018,0,0,0,0,0,0,0,0,2,0,0,0
214833-NPV,2018,0,0,0,0,0,0,0,0,25,0,0,0
214841-WPE,2018,0,0,0,0,0,0,45,37,39,0,0,0
214873-GQO,2018,0,0,1,0,0,0,0,0,0,0,0,0
214881-PQX,2018,11,18,0,0,0,0,0,0,0,0,0,0
214889-YQG,2018,3,14,9,2,0,0,0,9,20,0,0,0
214897-HQP,2018,0,0,3,8,9,3,5,1,0,0,0,0
214905-QQY,2018,0,0,0,0,0,0,0,0,3,0,0,0
214913-ZQH,2018,2,3,1,2,4,1,3,5,14,0,0,0
214921-IQQ,2018,0,3,30,0,0,0,0,0,0,0,0,0
214929-RQZ,2018,8,0,0,0,0,0,0,0,0,0,0,0
214937-AQI,2018,8,1,0,0,0,0,0,0,0,0,0,0
214945-JQR,2018,0,0,0,0,0,0,39,19,17,0,0,0
214953-SQA,2018,0,15,9,0,0,3,10,0,0,0,0,0
214961-BQJ,2018,38,18,22,10,9,0,0,0,0,0,0,0
214969-KQS,2018,0,0,0,0,0,0,0,0,3,0,0,0
214993-LQT,2018,0,0,0,0,0,0,0,0,38,0,0,0
215009-DQL,2018,0,0,0,2,9,4,3,0,0,0,0,0
215017-MQU,2018,0,0,0,1,21,4,4,0,6,0,0,0
215025-VQD,2018,0,0,0,0,0,0,0,3,3,0,0,0
215033-EQM,2018,0,0,0,0,1,2,2,2,2,0,0,0
215041-NQV,2018,0,0,0,0,0,0,0,7,2,0,0,0
215049-WQE,2018,0,0,2,5,10,6,7,0,0,0,0,0
215057-FQN,2018,0,0,0,0,0,0,0,0,2,0,0,0
215065-ORW,2018,0,0,5,18,8,3,2,0,0,0,0,0
215073-XRF,2018,0,0,0,0,0,0,0,25,2,0,0,0
215081-GRO,2018,0,0,0,0,0,0,0,13,7,0,0,0
215089-PRX,2018,0,0,0,0,0,0,0,0,1,0,0,0
215097-YRG,2018,0,0,0,0,0,0,0,19,10,0,0,0
215105-HRP,2018,0,0,0,0,0,0,33,0,0,0,0,0
215113-QRY,2018,0,0,0,0,0,0,4,9,18,0,0,0
215121-ZRH,2018,0,0,33,5,3,10,9,0,14,0,0,0
215129-IRQ,2018,0,0,0,20,41,0,0,0,0,0,0,0
215137-RRZ,2018,0,0,0,0,0,0,0,0,1,0,0,0
215145-ARI,2018,0,0,0,0,0,0,0,22,9,0,0,0
215153-JRR,2018,0,0,0,0,4,6,0,0,0,0,0,0
215161-SRA,2018,0,0,0,0,0,0,0,2,12,0,0,0
215169-BRJ,2018,0,0,0,0,0,0,0,4,13,0,0,0
215177-KRS,2018,0,0,0,0,0,0,0,1,4,0,0,0
215185-TRB,2018,0,0,0,0,0,0,0,10,0,0,0,0
215193-CRK,2018,0,0,0,0,10,6,10,11,7,0,0,0
215201-LRT,2018,0,0,0,14,22,6,9,3,4,0,0,0
215209-URC,2018,10,0,0,0,0,0,0,0,0,0,0,0
215217-DRL,2018,4,6,3,37,0,1,4,0,0,0,0,0
215225-MRU,2018,0,0,0,0,0,0,2,3,1,0,0,0
215233-VRD,2018,0,0,0,1,7,6,6,0,0,0,0,0
215241-ERM,2018,0,0,0,7,8,7,3,0,0,0,0,0
215249-NRV,2018,22,38,4,8,9,14,25,0,0,0,0,0
215257-WRE,2018,0,0,1,0,0,0,0,0,0,0,0,0
215273-OSW,2018,0,0,0,0,0,0,0,0,2,0,0,0
215281-XSF,2018,0,0,3,19,14,16,4,1,0,0,0,0
215289-GSO,2018,0,0,0,0,99,41,23,0,0,0,0,0
215297-PSX,2018,3,2,3,0,1,0,0,0,0,0,0,0
215305-YSG,2018,0,0,0,0,0,22,5,0,0,0,0,0
215321-QSY,2018,0,0,0,21,0,0,0,0,0,0,0,0
215329-ZSH,2018,0,0,0,0,0,0,0,9,43,0,0,0
215337-ISQ,2018,0,0,0,0,0,0,0,3,8,0,0,0
215345-RSZ,2018,2,0,1,0,1,2,2,0,5,0,0,0
215353-ASI,2018,0,0,0,0,0,8,23,17,2,0,0,0
215361-JSR,2018,0,0,0,0,33,12,17,12,1,0,0,0
215369-SSA,2018,23,0,0,0,0,0,0,0,0,0,0,0
215385-KSS,2018,10,1,3,1,0,0,0,0,0,0,0,0
215409-LST,2018,10,7,4,0,1,1,2,0,0,0,0,0
215417-USC,2018,6,0,0,0,0,0,0,0,0,0,0,0
215425-DSL,2018,0,0,1,4,0,0,0,0,0,0,0,0
215433-MSU,2018,0,0,0,0,0,0,0,6,22,0,0,0
215441-VSD,2018,1,0,0,0,0,0,0,0,0,0,0,0
215449-ESM,2018,6,0,0,0,0,0,0,0,0,0,0,0
215457-NSV,2018,0,0,0,0,5,6,19,14,4,0,0,0
215465-WSE,2018,2,0,7,0,1,1,4,2,3,0,0,0
215473-FTN,2018,0,48,74,4,0,0,0,0,0,0,0,0
215497-GTO,2018,0,0,0,0,0,0,0,0,5,0,0,0
215505-PTX,2018,22,1,0,0,0,0,0,0,0,0,0,0
215513-YTG,2018,7,0,0,0,0,0,0,0,0,0,0,0
215529-QTY,2018,8,0,1,0,0,0,2,2,0,0,0,0
215537-ZTH,2018,0,0,45,2,0,0,0,0,0,0,0,0
215545-ITQ,2018,0,0,0,0,0,0,21,17,18,0,0,0
215553-RTZ,2018,0,0,8,45,22,14,26,5,6,0,0,0
215569-JTR,2018,0,0,0,0,0,0,58,44,32,0,0,0
215577-STA,2018,0,0,0,0,0,0,0,2,17,0,0,0
215585-BTJ,2018,0,0,0,0,0,0,0,14,18,0,0,0
215593-KTS,2018,0,0,0,0,0,0,0,16,18,0,0,0
215601-TTB,2018,7,15,6,4,5,4,3,5,1,0,0,0
215609-CTK,2018,0,0,0,0,0,0,0,0,8,0,0,0
215617-LTT,2018,0,59,122,4,1,6,1,0,15,0,0,0
215625-UTC,2018,0,0,0,0,0,0,0,12,7,0,0,0
215633-DTL,2018,0,0,0,0,23,23,39,1,0,0,0,0
215641-MTU,2018,22,0,0,0,0,0,0,0,0,0,0,0
215649-VTD,2018,7,0,0,0,0,0,0,0,0,0,0,0
215657-ETM,2018,48,3,13,14,3,5,1,0,0,0,0,0
215665-NTV,2018,43,3,0,0,0,0,0,0,0,0,0,0
215673-WTE,2018,0,0,0,0,0,0,0,0,7,0,0,0
215681-FUN,2018,0,0,0,6,23,3,10,5,2,0,0,0
215689-OUW,2018,0,0,0,1,0,0,0,0,0,0,0,0
215697-XUF,2018,2,26,11,8,2,2,3,9,26,0,0,0
215705-GUO,2018,1,0,0,0,0,0,0,0,0,0,0,0
215713-PUX,2018,2,3,10,2,3,7,7,4,9,0,0,0
215721-YUG,2018,0,41,26,18,18,10,7,0,2,0,0,0
215729-HUP,2018,0,74,1,0,0,0,0,0,0,0,0,0
215737-QUY,2018,33,2,0,0,0,0,0,0,0,0,0,0
215745-ZUH,2018,6,3,0,0,0,0,0,0,0,0,0,0
215753-IUQ,2018,2,0,0,0,0,0,0,0,0,0,0,0
215761-RUZ,2018,24,13,5,2,1,0,0,0,0,0,0,0
215769-AUI,2018,0,1,0,0,0,0,0,0,0,0,0,0
215777-JUR,2018,49,1,4,56,13,2,4,1,0,0,0,0
215785-SUA,2018,13,0,0,0,0,0,0,0,0,0,0,0
215793-BUJ,2018,0,63,14,0,0,0,0,0,0,0,0,0
215801-KUS,2018,0,0,14,11,12,9,11,0,0,0,0,0
215809-TUB,2018,3,1,1,0,0,0,0,0,0,0,0,0
215817-CUK,2018,0,0,14,16,15,21,19,0,2,0,0,0
215833-UUC,2018,5,17,4,2,4,3,0,0,0,0,0,0
215841-DUL,2018,0,0,0,0,0,0,0,0,3,0,0,0
215849-MUU,2018,0,0,0,0,0,0,0,0,2,0,0,0
215857-VUD,2018,0,0,0,0,0,0,0,0,7,0,0,0
215865-EUM,2018,0,0,0,0,0,0,0,0,5,0,0,0
215873-NUV,2018,0,0,0,0,32,8,22,14,6,0,0,0
